あ
ああ<副>            那么;那样
よぶん[余分]        多余;剩余;额外
よぼう[予防(する/他)] 预防
よほど              很;相当
よみ[読み]          念;读;理解
よみがえる/自       苏生;苏醒;复活
よみかき[読み書き]  读书和写字;读写
よみかた[読み方]    读法;理解法
よむ[読む/他]       读;看
よめ[嫁]            儿媳妇;妻子
よやく[予約(する/他)] 预约
よゆう[余裕]        宽裕;富余
よりかかる/自       依靠;倚靠
よる[夜]            夜;晚上
よる[依る/自]       靠;依赖
よる[寄る/自]       靠近;挨近;顺路到
よろこび[喜び]      喜悦;高兴;欢喜
よろこぶ[喜ぶ/他]   喜悦;高兴;欢喜
よろしい            好;可以
よろしく<感>        适当地;请问好
よろん[輿論]        舆论
よわい[弱い]        软弱;脆弱;不结实
よわめる[弱める/他] 削弱;减弱
よん[四]            四

ら
ら[等]              ???等
ラーメン            拉面
らいげつ[来月]      下月;下个月
らいしゅう[来週]    下周;下星期
らいにち[来日]      来日本
らいねん[来年]      明年
らく[楽(な)]        简单轻松;舒服
らくご[落語]        日本单口相声
らくだい[落第(する/他)] 不及格;留级
ラケット            球拍
ラジオ              收音机;无线电
らん[欄]            栏
ランチ              午餐;便餐
らんぼう[乱暴(な)]  粗暴;粗

り
りえき[利益]        利益;利润
りか[理科]          理科
りかい[理解(する/他)] 理解;谅解
りく[陸]            陆地
りくぐん[陸軍]      陆军
りこう[利口(な)]    聪明;机灵
りこん[離婚(する/自)] 离婚
りし[利子]          利息
りそう[理想]        理想
りそく[利息]        利息
りつ[率]            比率
リットル            公升(l)
りっぱ[立派(な)]    壮丽;优秀;高尚
りゃくご[略語]      略语;简语
りゃくす[略す/他]   省略;简略
りゆう[理由]        理由;缘故
りゅうがく[留学(する/自)] 留学
りゅうがくせい[留学生] 留学生
りゅうこう[流行(する/自)] 流行;时髦
りよう[利用(する/他)] 利用
りょう[量]          分量;数量
りょう[寮]          宿舍
りょう[猟]          狩猎;打猎
りょうかい[了解(する/他)] 了解;明白
りょうがえ[両替え(する/他)] 兑换外币
りょうがわ[両側]    两边;两侧
りょうきん[料金]    费用
りょうし[漁師]      渔夫
りょうじかん[領事館] 领事馆
りょうしん[両親]    双亲;父母
りょうしん[良心]    良心
りょうて[両手]      双手;两只手
りょうど[領土]      领土
りょうはし[両端]    两端;两头儿
りょうほう[両方(の)] 双方;两者;两边
りょうり[料理(する/他)]饭菜;料理;处理
りょかく[旅客]      旅客;乘客
りょかん[旅館]      旅馆;旅店
りょこう[旅行(する/自)] 旅行
りょひ[旅費]        旅費
りれきしょ[履歴書]  履历書
りろん[理論]        理论
リンゴ              苹果
りんじ[臨時(の)]    临时;暂时
りんせつ[隣接(の)]  邻接;毗连

る
るいじ[類似(する/自)] 类似;相似
るす[留守]          看家;不在家
るすでん[留守電]    留言电话
るすばん[留守番]    看家;看门

れ
れい[例]            例子
れい[零]            零
れい[礼]            敬礼;礼貌;酬谢
れいがい[例外]      例外
れいぎ[礼儀]        礼貌;礼节
れいせい[冷静(な)]  心平气和;冷静
れいぞうこ[冷蔵庫]  冰箱
れいたん[冷淡(な)]  冷淡
れいとう[冷凍(の)]  冷冻
れいぶん[例文]      例句
れいぼう[冷房(する/他)] 空调;冷气设备
レインコート        雨衣
れきし[歴史]        历史
レクリエーション    娱乐
レコード            唱片;纪录;成绩
レストラン          西餐馆;西餐厅
れつ[列]            列;排;行
れっしゃ[列車]      列车
れっとう[列島]      列岛
レポート            报告书;小论文
レモン              柠檬
れんあい[恋愛(する/自)] 恋爱
れんが              砖;土坯
れんごう[連合(する/自)] 联合; 联盟
レンジ              微波炉
れんしゅう[練習(する/他)]  练习;反复练习
レンズ              透镜;镜头
れんそう[連想(する/他)] 联想
れんぞく[連続(する/自)] 连续
れんぽう[連邦]      联邦
れんらく[連絡(する/他)]联系;联络;连接

ろ
ろうか[廊下]        走廊
ろうじん[老人]      老年人
ろうそく            蜡烛
ろうどう[労働]      劳动;工作
ろうどうしゃ[労働者] 工人;劳动者
ろうひ[浪費(する/他)] 浪费
ろうりょく[労力]    费力;出力;劳力
ろおまじ[ローマ字]  罗马字
ろく[六]            六
ろくおん[録音(する/他)] 录音
ろくが[録画(する/他)] 录像
ろんずる[論ずる/他] 论述;讨论;辩论
ろんぶん[論文]      论文

わ
わ[輪]              环;圈;车轮
ワイシャツ          (男用)衬衫;衬衣
ワイン              葡萄酒
わか[和歌]        和歌(日本传统诗歌) 
わが                我的
わかい[若い]        年轻
わかす[沸かす/他]   烧开;使???沸腾
わがまま(な)        任性;恣意;放肆
わかもの[若者]      年轻人;青年
わかる[分かる/自]   懂;明白;晓得;通情达理
わかれ[別れ]        离别;分别
わかれる[別れる/自] 分开;分手;分散
わき[脇]            胳肢窝;旁处
わく[枠]          框子;边线;轮廓;范围
わく[沸く/自]       沸腾;烧开;兴奋
わく/自           涌出;冒出;喷出;孳生
わけ[訳]            意思;理由;道理
わける[分ける/他]   分开;分配;分类
わざと              故意地
わざわざ            特意;特地;故意
わしつ[和室]        日本式房间
わしょく[和食]      日餐;日本式饭菜
わずか(に)          稍;微;少;一点点
わすれもの[忘れ物]  忘了的东西;遗失物
わすれる[忘れる/他] 忘;忘记;遗忘
わた[綿]            棉花
わた(く)し[私]      我
わた(く)したち[私たち] 我们;咱们
わだい[話題]        话题
わたす[渡す/他]    架;搭;付;渡过;交给
わたる[渡る/自]     渡;过;迁徙;到手
ワット              瓦特;瓦(w)
わびる/他           道歉;谢罪
わふう[和風]        日本式
わふく[和服]        和服;日本式的衣服
わら                稻草;麦杆
わらう[笑う/自]     笑
わりあい[割合]      比率;比较起来
わりあて[割当て]    分配;分担
わりざん[割り算]    除法
わりに            比较;格外;出乎意料
わりびき[割引]      打折扣;减价
わる[割る/他]  劈开;分裂;打破;弄碎;除
わるい[悪い]        不好的;坏的
わるくち[悪口]      坏话
われる[割れる/自]   破裂;暴露;除得尽
われわれ[我々]      我们
わん[湾]            湾

＜意味分類別基本語彙＞


時間
时,時（とき）
什么时候,いつ
现在,今（いま）
今天,きょう
昨天,きのう
明天,あした
下一个,つぎ
下次,後で（あとで）
之前,前に（まえに）
时间,時間（じかん）
天,日（ひ）
早晨,朝（あさ）
晚上,晩（ばん）
下午,昼（ひる）
傍晚,夕方（ゆうがた）
晚上,夜（よる）
星期,週（しゅう）
月,月（つき）
正月,正月（しょうがつ）
春天,春（はる）
夏天,夏（なつ）
秋天,秋（あき）
冬天,冬（ふゆ）
年;年龄,年（とし


 場所

这里;这儿,ここ
那里;那儿,あそこ
哪儿,どこ
场所;位置,所（ところ）
前面,前（まえ）
后面,後（うしろ）
里面,中（なか）
外面,外（そと）
中间,真ん中（まんなか）
东;东面,東（ひがし）
西;西面,西（にし）
南;南面,南（みなみ）
北;北面,北（きた）
左;左面,左（ひだり）
右;右面,右（みぎ）

          
数
几
个;几岁;多大,いくつ
多少,いくら
一个;一,一（ひとつ、いち）
两个;二,二（ふたつ、に）
三个;三,三（みっつ、さん）
四个;四,四（よっつ、し）
五个;五,五（いつつ、ご）
六个;六,六（むっつ、ろく）
七个;七,七（ななつ、しち）
八个;八,八（やっつ、はち）
九个;九,九（ここのつ、く）
十个;十,十（とお、じゅう）
百,百（ひゃく）
千,千（せん）
万,万（まん）


人

我,私（わたし）
你,您,あなた
他,彼（かれ）
她,彼女（かのじょ）
谁,誰（だれ）
人,人（ひと）
男人,男（おとこ）
女人,女（おんな）
小孩,子供（こども）
丈夫,夫（おっと）
妻子;老婆,妻（つま）
爸爸,父（ちち）
妈妈,母（はは）
兄弟,兄弟（きょうだい）
朋友,友達（ともだち）
老师,先生（せんせい）
学生,学生（がくせい）
街;町，街（まち）
村子,村（むら）
国家,国（くに）
世界,世界（せかい）

組織

学校,学校（がっこう）
大学,大学（だいがく）
商店,店（みせ）
超市,スーパー
车站,駅（えき）
百货店,デパート
酒店;饭店,ホテル
咖啡店,喫茶店（きっさてん）
饮食店;食堂,食堂（しょくどう）
西洋餐馆,レストラン
银行,銀行（ぎんこう）
邮电局,郵便局（ゆうびんきょく）
医院,病院（びょういん）
警察,警察（けいさつ）

文化

名字,名前（なまえ）
书,本（ほん）
教科书,教科書（きょうかしょ）
字典,辞書（じしょ）
报纸,新聞（しんぶん）
杂志,雑誌（ざっし）
地图,地図（ちず）
信,手紙（てがみ）
明信片,葉書（はがき）
邮政,郵便（ゆうびん）
电话,電話（でんわ）
歌,歌（うた）
画,絵（え）
漫画,漫画（まんが）
相片,写真（しゃしん）
音乐,音楽（おんがく）
电影,映画（えいが）
旅行,旅行（りょこう）
购物,買い物（かいもの）
钱,金（かね）
零钱,おつり

もの

这个,これ
那个,それ、あれ
东西,物（もの）
货物;行李,荷物（にもつ）
纸,紙（かみ）
玻璃,ガラス
油,油（あぶら）
扣儿,ボタン
绳,紐（ひも）
线,糸（いと）
皮,皮（かわ）
毯子,毛布（もうふ）
衣服,服（ふく）
衬衫,シャツ
帽子,帽子（ぼうし）
袜子,靴下（くつした）
领带,ネクタイ
手套,手袋（てぶくろ）
鞋,靴（くつ）
雨伞,傘（かさ）
钱包,財布（さいふ）
袋子,袋（ふくろ）
包,かばん
手提包,ハンドバック
笔,ペン
针,針（はり）
娃娃,人形（にんぎょう）
玩具,おもちゃ
票,车票,キップ
胶卷,フィルム
镜子,鏡（かがみ）
照相机,カメラ
眼睛,眼鏡（めがね）
表,時計（とけい）
电磁,電池（でんち）
录音机,ラジオ
电视机,テレビ

 食べ物
